char_1,char_2
Vincent Crabbe,Susan Bones
Vincent Crabbe,Terry Boot
Vincent Crabbe,Theodore Nott
Vincent Crabbe,"Vincent Crabbe, Sr."
Colin Creevey,Albus Dumbledore
Colin Creevey,Alicia Spinnet
Colin Creevey,Angelina Johnson
Colin Creevey,Anthony Goldstein
Colin Creevey,Argus Filch
Colin Creevey,Cedric Diggory
Colin Creevey,Cho Chang
Colin Creevey,Dolores Umbridge
Colin Creevey,Draco Malfoy
Colin Creevey,Ernie Macmillan
Colin Creevey,Filius Flitwick
Colin Creevey,Gilderoy Lockhart
Colin Creevey,Ginny Weasley
Colin Creevey,Hannah Abbott
Colin Creevey,Harry Potter
Colin Creevey,Hermione Granger
Colin Creevey,Justin Finch-Fletchley
Colin Creevey,Katie Bell
Colin Creevey,Lee Jordan
Colin Creevey,Lord Voldemort
Colin Creevey,Luna Lovegood
Colin Creevey,Marietta Edgecombe
Colin Creevey,Michael Corner
Colin Creevey,Neville Longbottom
Colin Creevey,Oliver Wood
Colin Creevey,Peter Pettigrew
Colin Creevey,Pomona Sprout
Colin Creevey,Poppy Pomfrey
Colin Creevey,Rita Skeeter
Colin Creevey,Ron Weasley
Colin Creevey,Salazar Slytherin
Colin Creevey,Seamus Finnigan
Colin Creevey,Severus Snape
Colin Creevey,Susan Bones
Colin Creevey,Terry Boot
Colin Creevey,Zacharias Smith
Dirk Cresswell,Albus Dumbledore
Dirk Cresswell,Arthur Weasley
Dirk Cresswell,Dean Thomas
Dirk Cresswell,Dolores Umbridge
Dirk Cresswell,Fenrir Greyback
Dirk Cresswell,Griphook
Dirk Cresswell,Harry Potter
Dirk Cresswell,Hermione Granger
Dirk Cresswell,Horace Slughorn
Dirk Cresswell,Percy Weasley
Dirk Cresswell,Pius Thicknesse
Dirk Cresswell,Severus Snape
Dirk Cresswell,Ted Tonks
Dirk Cresswell,Xenophilius Lovegood
Barty Crouch Sr.,"Alaster ""Mad-Eye"" Moody"
Barty Crouch Sr.,Albus Dumbledore
Barty Crouch Sr.,Alice Longbottom
Barty Crouch Sr.,Argus Filch
Barty Crouch Sr.,Augustus Rookwood
Barty Crouch Sr.,Barty Crouch Jr.
Barty Crouch Sr.,Cornelius Fudge
Barty Crouch Sr.,Dobby
Barty Crouch Sr.,Frank Longbottom
Barty Crouch Sr.,Harry Potter
Barty Crouch Sr.,Hermione Granger
Barty Crouch Sr.,Igor Karkaroff
Barty Crouch Sr.,Lord Voldemort
Barty Crouch Sr.,Ludo Bagman
Barty Crouch Sr.,Nagini
Barty Crouch Sr.,Percy Weasley
Barty Crouch Sr.,Peter Pettigrew
Barty Crouch Sr.,Ron Weasley
Barty Crouch Sr.,Rubeus Hagrid
Barty Crouch Sr.,Scabbers
Barty Crouch Sr.,Sirius Black
Barty Crouch Sr.,Vernon Dursley
Barty Crouch Sr.,Viktor Krum
Barty Crouch Sr.,Winky
Barty Crouch Sr.,Wormtail
Barty Crouch Jr.,"Alaster ""Mad-Eye"" Moody"
Barty Crouch Jr.,Albus Dumbledore
Barty Crouch Jr.,Alice Longbottom
Barty Crouch Jr.,Amos Diggory
Barty Crouch Jr.,Argus Filch
Barty Crouch Jr.,Barty Crouch Sr.
Barty Crouch Jr.,Bellatrix Lestrange
Barty Crouch Jr.,Cedric Diggory
Barty Crouch Jr.,Cornelius Fudge
Barty Crouch Jr.,Dobby
Barty Crouch Jr.,Draco Malfoy
Barty Crouch Jr.,Filius Flitwick
Barty Crouch Jr.,Fleur Delacour
Barty Crouch Jr.,Frank Longbottom
Barty Crouch Jr.,Hannah Abbott
Barty Crouch Jr.,Harry Potter
Barty Crouch Jr.,Hermione Granger
Barty Crouch Jr.,Igor Karkaroff
Barty Crouch Jr.,Lavender Brown
Barty Crouch Jr.,Lord Voldemort
Barty Crouch Jr.,Lucius Malfoy
Barty Crouch Jr.,Ludo Bagman
Barty Crouch Jr.,Minerva McGonagall
Barty Crouch Jr.,Moaning Myrtle
Barty Crouch Jr.,Neville Longbottom
Barty Crouch Jr.,Peter Pettigrew
Barty Crouch Jr.,Pomona Sprout
Barty Crouch Jr.,Rabastan Lestrange
Barty Crouch Jr.,Regulus Black
Barty Crouch Jr.,Remus Lupin
Barty Crouch Jr.,Rita Skeeter
Barty Crouch Jr.,Rodolphus Lestrange
Barty Crouch Jr.,Ron Weasley
Barty Crouch Jr.,Rubeus Hagrid
Barty Crouch Jr.,Scabbers
Barty Crouch Jr.,Severus Snape
Barty Crouch Jr.,Sirius Black
Barty Crouch Jr.,Tom Riddle Sr.
Barty Crouch Jr.,Viktor Krum
Barty Crouch Jr.,Vincent Crabbe
Barty Crouch Jr.,Winky
Barty Crouch Jr.,Wormtail
Fleur Delacour,"Alaster ""Mad-Eye"" Moody"
Fleur Delacour,Albus Dumbledore
Fleur Delacour,Alicia Spinnet
Fleur Delacour,Angelina Johnson
Fleur Delacour,Arthur Weasley
Fleur Delacour,Barty Crouch Jr.
Fleur Delacour,Bellatrix Lestrange
Fleur Delacour,Bill Weasley
Fleur Delacour,Cedric Diggory
Fleur Delacour,Charlie Weasley
Fleur Delacour,Cho Chang
Fleur Delacour,Crookshanks
Fleur Delacour,Dean Thomas
Fleur Delacour,Dobby
Fleur Delacour,Elphias Doge
Fleur Delacour,Fenrir Greyback
Fleur Delacour,Fred Weasley
Fleur Delacour,Gabrielle Delacour
Fleur Delacour,Garrick Ollivander
Fleur Delacour,George Weasley
Fleur Delacour,Ginny Weasley
Fleur Delacour,Griphook
Fleur Delacour,Harry Potter
Fleur Delacour,Hermione Granger
Fleur Delacour,Katie Bell
Fleur Delacour,Kingsley Shacklebolt
Fleur Delacour,Lee Jordan
Fleur Delacour,Lily Potter
Fleur Delacour,Lord Voldemort
Fleur Delacour,Luna Lovegood
Fleur Delacour,Molly Weasley
Fleur Delacour,Norbert
Fleur Delacour,Nymphadora Tonks
Fleur Delacour,Olympe Maxime
Fleur Delacour,Percy Weasley
Fleur Delacour,Poppy Pomfrey
Fleur Delacour,Remus Lupin
Fleur Delacour,Rita Skeeter
Fleur Delacour,Ron Weasley
Fleur Delacour,Rubeus Hagrid
Fleur Delacour,Rufus Scrimgeour
Fleur Delacour,Teddy Lupin
Fleur Delacour,Viktor Krum
Fleur Delacour,Xenophilius Lovegood
Gabrielle Delacour,Dobby
Gabrielle Delacour,Fleur Delacour
Gabrielle Delacour,Ginny Weasley
Gabrielle Delacour,Harry Potter
Gabrielle Delacour,Ron Weasley
Dedalus Diggle,"Alaster ""Mad-Eye"" Moody"
Dedalus Diggle,Albus Dumbledore
Dedalus Diggle,Elphias Doge
Dedalus Diggle,Emmeline Vance
Dedalus Diggle,Harry Potter
Dedalus Diggle,Kingsley Shacklebolt
Dedalus Diggle,Lord Voldemort
Dedalus Diggle,Minerva McGonagall
Dedalus Diggle,Nymphadora Tonks
Dedalus Diggle,Petunia Dursley
Dedalus Diggle,Remus Lupin
Dedalus Diggle,Ron Weasley
Dedalus Diggle,Rubeus Hagrid
Dedalus Diggle,Sturgis Podmore
Dedalus Diggle,Vernon Dursley
Katie Bell,Aberforth Dumbledore
Katie Bell,Albus Dumbledore
Katie Bell,Alicia Spinnet
Katie Bell,Angelina Johnson
Katie Bell,Anthony Goldstein
Katie Bell,Argus Filch
Katie Bell,Cedric Diggory
Katie Bell,Cho Chang
Katie Bell,Colin Creevey
Katie Bell,Cormac McLaggen
Katie Bell,Dean Thomas
Katie Bell,Dolores Umbridge
Katie Bell,Draco Malfoy
Katie Bell,Ernie Macmillan
Katie Bell,Fleur Delacour
Katie Bell,Fred Weasley
Katie Bell,Gilderoy Lockhart
Katie Bell,Ginny Weasley
Katie Bell,Hannah Abbott
Katie Bell,Harry Potter
Katie Bell,Helena Ravenclaw
Katie Bell,Hermione Granger
Katie Bell,Justin Finch-Fletchley
Katie Bell,Lavender Brown
Katie Bell,Lee Jordan
Katie Bell,Lord Voldemort
Katie Bell,Luna Lovegood
Katie Bell,Madam Rosmerta
Katie Bell,Marietta Edgecombe
Katie Bell,Michael Corner
Katie Bell,Minerva McGonagall
Katie Bell,Neville Longbottom
Katie Bell,Oliver Wood
Katie Bell,Padma Patil
Katie Bell,Pansy Parkinson
Katie Bell,Parvati Patil
Katie Bell,Peeves
Katie Bell,Poppy Pomfrey
Katie Bell,Rolanda Hooch
Katie Bell,Ron Weasley
Katie Bell,Rubeus Hagrid
Katie Bell,Seamus Finnigan
Katie Bell,Susan Bones
Katie Bell,Terry Boot
Katie Bell,Zacharias Smith
Amos Diggory,"Alaster ""Mad-Eye"" Moody"
Amos Diggory,Arthur Weasley
Amos Diggory,Barty Crouch Jr.
Amos Diggory,Cedric Diggory
Amos Diggory,Harry Potter
Amos Diggory,Hermione Granger
Amos Diggory,Molly Weasley
Amos Diggory,Peter Pettigrew
Amos Diggory,Pomona Sprout
Amos Diggory,Winky
Cedric Diggory,"Alaster ""Mad-Eye"" Moody"
Cedric Diggory,Albus Dumbledore
Cedric Diggory,Alicia Spinnet
Cedric Diggory,Amos Diggory
Cedric Diggory,Angelina Johnson
Cedric Diggory,Argus Filch
Cedric Diggory,Barty Crouch Jr.
Cedric Diggory,Bill Weasley
Cedric Diggory,Buckbeak
Cedric Diggory,Cho Chang
Cedric Diggory,Colin Creevey
Cedric Diggory,Cornelius Fudge
Cedric Diggory,Dean Thomas
Cedric Diggory,Dolores Umbridge
Cedric Diggory,Draco Malfoy
Cedric Diggory,Ernie Macmillan
Cedric Diggory,Fawkes
Cedric Diggory,Filius Flitwick
Cedric Diggory,Fleur Delacour
Cedric Diggory,Frank Bryce
Cedric Diggory,Garrick Ollivander
Cedric Diggory,George Weasley
Cedric Diggory,Gregory Goyle
Cedric Diggory,Hannah Abbott
Cedric Diggory,Harry Potter
Cedric Diggory,Helga Hufflepuff
Cedric Diggory,Hermione Granger
Cedric Diggory,James Potter
Cedric Diggory,Justin Finch-Fletchley
Cedric Diggory,Katie Bell
Cedric Diggory,Lavender Brown
Cedric Diggory,Lee Jordan
Cedric Diggory,Lord Voldemort
Cedric Diggory,Ludo Bagman
Cedric Diggory,Marietta Edgecombe
Cedric Diggory,Michael Corner
Cedric Diggory,Millicent Bulstrode
Cedric Diggory,Minerva McGonagall
Cedric Diggory,Moaning Myrtle
Cedric Diggory,Molly Weasley
Cedric Diggory,Oliver Wood
Cedric Diggory,Padma Patil
Cedric Diggory,Pansy Parkinson
Cedric Diggory,Peter Pettigrew
Cedric Diggory,Pomona Sprout
Cedric Diggory,Poppy Pomfrey
Cedric Diggory,Rita Skeeter
Cedric Diggory,Rolanda Hooch
Cedric Diggory,Ron Weasley
Cedric Diggory,Rubeus Hagrid
Cedric Diggory,Scabbers
Cedric Diggory,Susan Bones
Cedric Diggory,Sybill Trelawney
Cedric Diggory,Viktor Krum
Cedric Diggory,Vincent Crabbe
Cedric Diggory,Wormtail
Cedric Diggory,Zacharias Smith
Elphias Doge,Aberforth Dumbledore
Elphias Doge,"Alaster ""Mad-Eye"" Moody"
Elphias Doge,Albus Dumbledore
Elphias Doge,Ariana Dumbledore
Elphias Doge,Dedalus Diggle
Elphias Doge,Emmeline Vance
Elphias Doge,Fleur Delacour
Elphias Doge,Gellert Grindelwald
Elphias Doge,Harry Potter
Elphias Doge,James Potter
Elphias Doge,Kendra Dumbledore
Elphias Doge,Kingsley Shacklebolt
Elphias Doge,Nymphadora Tonks
Elphias Doge,Percival Dumbledore
Elphias Doge,Remus Lupin
Elphias Doge,Rita Skeeter
Elphias Doge,Ron Weasley
Elphias Doge,Rufus Scrimgeour
Elphias Doge,Sturgis Podmore
Antonin Dolohov,Aberforth Dumbledore
Antonin Dolohov,"Alaster ""Mad-Eye"" Moody"
Antonin Dolohov,Albus Dumbledore
Antonin Dolohov,Andromeda Tonks
Antonin Dolohov,Bellatrix Lestrange
Antonin Dolohov,Charity Burbage
Antonin Dolohov,Dean Thomas
Antonin Dolohov,Filius Flitwick
Antonin Dolohov,Harry Potter
Antonin Dolohov,Hermione Granger
Antonin Dolohov,Igor Karkaroff
Antonin Dolohov,Lord Voldemort
Antonin Dolohov,Lucius Malfoy
Antonin Dolohov,Molly Weasley
Antonin Dolohov,Nagini
Antonin Dolohov,Neville Longbottom
Antonin Dolohov,Nymphadora Tonks
Antonin Dolohov,Parvati Patil
Antonin Dolohov,Pius Thicknesse
Antonin Dolohov,Remus Lupin
Antonin Dolohov,Ron Weasley
Antonin Dolohov,Severus Snape
Antonin Dolohov,Sirius Black
Antonin Dolohov,Teddy Lupin
Aberforth Dumbledore,"Alaster ""Mad-Eye"" Moody"
Aberforth Dumbledore,Albus Dumbledore
Aberforth Dumbledore,Antonin Dolohov
Aberforth Dumbledore,Ariana Dumbledore
Aberforth Dumbledore,Augustus Rookwood
Aberforth Dumbledore,Bathilda Bagshot
Aberforth Dumbledore,Bellatrix Lestrange
Aberforth Dumbledore,Dean Thomas
Aberforth Dumbledore,Dobby
Aberforth Dumbledore,Elphias Doge
Aberforth Dumbledore,Gellert Grindelwald
Aberforth Dumbledore,Harry Potter
Aberforth Dumbledore,Hermione Granger
Aberforth Dumbledore,Katie Bell
Aberforth Dumbledore,Kendra Dumbledore
Aberforth Dumbledore,Lord Voldemort
Aberforth Dumbledore,Molly Weasley
Aberforth Dumbledore,Mundungus Fletcher
Aberforth Dumbledore,Neville Longbottom
Aberforth Dumbledore,Nymphadora Tonks
Aberforth Dumbledore,Percival Dumbledore
Aberforth Dumbledore,Percy Weasley
Aberforth Dumbledore,Remus Lupin
Aberforth Dumbledore,Ron Weasley
Aberforth Dumbledore,Seamus Finnigan
Aberforth Dumbledore,Severus Snape
Aberforth Dumbledore,Sirius Black
Aberforth Dumbledore,Sybill Trelawney
Albus Dumbledore,Aberforth Dumbledore
Albus Dumbledore,"Alaster ""Mad-Eye"" Moody"
Albus Dumbledore,Alecto Carrow
Albus Dumbledore,Alicia Spinnet
Albus Dumbledore,Amelia Bones
Albus Dumbledore,Amycus Carrow
Albus Dumbledore,Andromeda Tonks
Albus Dumbledore,Angelina Johnson
Albus Dumbledore,Anthony Goldstein
Albus Dumbledore,Antonin Dolohov
Albus Dumbledore,Arabella Figg
Albus Dumbledore,Aragog
Albus Dumbledore,Argus Filch
Albus Dumbledore,Ariana Dumbledore
Albus Dumbledore,Arthur Weasley
Albus Dumbledore,Augusta Longbottom
Albus Dumbledore,Augustus Rookwood
Albus Dumbledore,Barty Crouch Jr.
Albus Dumbledore,Barty Crouch Sr.
Albus Dumbledore,Bathilda Bagshot
Albus Dumbledore,Bellatrix Lestrange
Albus Dumbledore,Bill Weasley
Albus Dumbledore,Bloody Baron
Albus Dumbledore,Bob Ogden
Albus Dumbledore,Buckbeak
Albus Dumbledore,Cadmus Peverell
Albus Dumbledore,Cedric Diggory
Albus Dumbledore,Charity Burbage
Albus Dumbledore,Charlie Weasley
Albus Dumbledore,Cho Chang
Albus Dumbledore,Colin Creevey
Albus Dumbledore,Cornelius Fudge
Albus Dumbledore,Dean Thomas
Albus Dumbledore,Dedalus Diggle
Albus Dumbledore,Dirk Cresswell
Albus Dumbledore,Dobby
Albus Dumbledore,Dolores Umbridge
Albus Dumbledore,Draco Malfoy
Albus Dumbledore,Dudley Dursley
Albus Dumbledore,Elphias Doge
Albus Dumbledore,Emmeline Vance
Albus Dumbledore,Ernie Macmillan
Albus Dumbledore,Everard
Albus Dumbledore,Fat Friar
Albus Dumbledore,Fawkes
Albus Dumbledore,Fenrir Greyback
Albus Dumbledore,Filius Flitwick
Albus Dumbledore,Firenze
Albus Dumbledore,Fleur Delacour
Albus Dumbledore,Fred Weasley
Albus Dumbledore,Garrick Ollivander
Albus Dumbledore,Gellert Grindelwald
Albus Dumbledore,George Weasley
Albus Dumbledore,Gilderoy Lockhart
Albus Dumbledore,Ginny Weasley
Albus Dumbledore,Godric Gryffindor
Albus Dumbledore,Goyle Sr
Albus Dumbledore,Grawp
Albus Dumbledore,Gregorovitch
Albus Dumbledore,Hannah Abbott
Albus Dumbledore,Harry Potter
Albus Dumbledore,Helena Ravenclaw
Albus Dumbledore,Hepzibah Smith
Albus Dumbledore,Hermione Granger
Albus Dumbledore,Horace Slughorn
Albus Dumbledore,Ignotus Peverell
Albus Dumbledore,Igor Karkaroff
Albus Dumbledore,Irma Pince
Albus Dumbledore,James Potter
Albus Dumbledore,Justin Finch-Fletchley
Albus Dumbledore,Katie Bell
Albus Dumbledore,Kendra Dumbledore
Albus Dumbledore,Kingsley Shacklebolt
Albus Dumbledore,Kreacher
Albus Dumbledore,Lavender Brown
Albus Dumbledore,Lee Jordan
Albus Dumbledore,Lord Voldemort
Albus Dumbledore,Lucius Malfoy
Albus Dumbledore,Luna Lovegood
Albus Dumbledore,Madam Rosmerta
Albus Dumbledore,Marietta Edgecombe
Albus Dumbledore,Marvolo Gaunt
Albus Dumbledore,Merope Gaune
Albus Dumbledore,Michael Corner
Albus Dumbledore,Millicent Bulstrode
Albus Dumbledore,Minerva McGonagall
Albus Dumbledore,Moaning Myrtle
Albus Dumbledore,Molly Weasley
Albus Dumbledore,Morfin Gaunt
Albus Dumbledore,Mrs. Norris
Albus Dumbledore,Mundungus Fletcher
Albus Dumbledore,Nagini
Albus Dumbledore,Narcissa Malfoy
Albus Dumbledore,Neville Longbottom
Albus Dumbledore,Nicholas de Mimsy-Porpington
Albus Dumbledore,Nicolas Flamel
Albus Dumbledore,Nymphadora Tonks
Albus Dumbledore,Olympe Maxime
Albus Dumbledore,Padma Patil
Albus Dumbledore,Pansy Parkinson
Albus Dumbledore,Parvati Patil
Albus Dumbledore,Peeves
Albus Dumbledore,Percival Dumbledore
Albus Dumbledore,Percy Weasley
Albus Dumbledore,Peter Pettigrew
Albus Dumbledore,Petunia Dursley
Albus Dumbledore,Pius Thicknesse
Albus Dumbledore,Pomona Sprout
Albus Dumbledore,Poppy Pomfrey
Albus Dumbledore,Quirinus Quirrell
Albus Dumbledore,Rabastan Lestrange
Albus Dumbledore,Regulus Black
Albus Dumbledore,Remus Lupin
Albus Dumbledore,Rita Skeeter
Albus Dumbledore,Rodolphus Lestrange
Albus Dumbledore,Rolanda Hooch
Albus Dumbledore,Ron Weasley
Albus Dumbledore,Rubeus Hagrid
Albus Dumbledore,Rufus Scrimgeour
Albus Dumbledore,Salazar Slytherin
Albus Dumbledore,Scabbers
Albus Dumbledore,Seamus Finnigan
Albus Dumbledore,Septima Vector
Albus Dumbledore,Severus Snape
Albus Dumbledore,Sirius Black
Albus Dumbledore,Sturgis Podmore
Albus Dumbledore,Susan Bones
Albus Dumbledore,Sybill Trelawney
Albus Dumbledore,Ted Tonks
Albus Dumbledore,Terry Boot
Albus Dumbledore,Tiberius Ogden
Albus Dumbledore,Tom Riddle Sr.
Albus Dumbledore,Vernon Dursley
Albus Dumbledore,Viktor Krum
Albus Dumbledore,"Vincent Crabbe, Sr."
Albus Dumbledore,Wilhelmina Grubbly-Plank
Albus Dumbledore,Winky
Albus Dumbledore,Wormtail
Albus Dumbledore,Zacharias Smith
Ariana Dumbledore,Aberforth Dumbledore
Ariana Dumbledore,Albus Dumbledore
Ariana Dumbledore,Bathilda Bagshot
Ariana Dumbledore,Elphias Doge
Ariana Dumbledore,Gellert Grindelwald
Ariana Dumbledore,Harry Potter
Ariana Dumbledore,Hermione Granger
Ariana Dumbledore,Kendra Dumbledore
Ariana Dumbledore,Percival Dumbledore
Ariana Dumbledore,Rita Skeeter
Ariana Dumbledore,Severus Snape
Kendra Dumbledore,Aberforth Dumbledore
Kendra Dumbledore,Albus Dumbledore
Kendra Dumbledore,Ariana Dumbledore
Kendra Dumbledore,Bathilda Bagshot
Kendra Dumbledore,Elphias Doge
Kendra Dumbledore,Gellert Grindelwald
Kendra Dumbledore,Harry Potter
Kendra Dumbledore,Percival Dumbledore
Percival Dumbledore,Aberforth Dumbledore
Percival Dumbledore,Albus Dumbledore
Percival Dumbledore,Ariana Dumbledore
Percival Dumbledore,Bathilda Bagshot
Percival Dumbledore,Elphias Doge
Percival Dumbledore,Harry Potter
Percival Dumbledore,Kendra Dumbledore
Dudley Dursley,Albus Dumbledore
Dudley Dursley,Arabella Figg
Dudley Dursley,Arthur Weasley
Dudley Dursley,Dolores Umbridge
Dudley Dursley,Draco Malfoy
Dudley Dursley,Fred Weasley
Dudley Dursley,George Weasley
Dudley Dursley,Harry Potter
Dudley Dursley,James Potter
Dudley Dursley,Lily Potter
Dudley Dursley,Marjorie Dursley
Dudley Dursley,Molly Weasley
Dudley Dursley,Petunia Dursley
Dudley Dursley,Rubeus Hagrid
Dudley Dursley,Sirius Black
Dudley Dursley,Vernon Dursley
Dudley Dursley,Vincent Crabbe
Cuthbert Binns,Argus Filch
Cuthbert Binns,Bathilda Bagshot
Cuthbert Binns,Dolores Umbridge
Cuthbert Binns,Gilderoy Lockhart
Cuthbert Binns,Harry Potter
Cuthbert Binns,Hermione Granger
Cuthbert Binns,James Potter
Cuthbert Binns,Lavender Brown
Cuthbert Binns,Minerva McGonagall
Cuthbert Binns,Parvati Patil
Cuthbert Binns,Peter Pettigrew
Cuthbert Binns,Quirinus Quirrell
Cuthbert Binns,Remus Lupin
Cuthbert Binns,Salazar Slytherin
Cuthbert Binns,Seamus Finnigan
Cuthbert Binns,Sirius Black
Majorie Dursley,Dudley Dursley
Majorie Dursley,Harry Potter
Majorie Dursley,James Potter
Majorie Dursley,Petunia Dursley
Majorie Dursley,Vernon Dursley
Petunia Dursley,Albus Dumbledore
Petunia Dursley,Dedalus Diggle
Petunia Dursley,Dobby
Petunia Dursley,Dudley Dursley
Petunia Dursley,Harry Potter
Petunia Dursley,James Potter
Petunia Dursley,Lily Potter
Petunia Dursley,Lord Voldemort
Petunia Dursley,Majorie Dursley
Petunia Dursley,Minerva McGonagall
Petunia Dursley,Molly Weasley
Petunia Dursley,Nagini
Petunia Dursley,Rubeus Hagrid
Petunia Dursley,Severus Snape
Petunia Dursley,Sirius Black
Petunia Dursley,Vernon Dursley
Vernon Dursley,"Alaster ""Mad-Eye"" Moody"
Vernon Dursley,Albus Dumbledore
Vernon Dursley,Arthur Weasley
Vernon Dursley,Barty Crouch Sr.
Vernon Dursley,Dedalus Diggle
Vernon Dursley,Dudley Dursley
Vernon Dursley,Harry Potter
Vernon Dursley,James Potter
Vernon Dursley,Lily Potter
Vernon Dursley,Majorie Dursley
Vernon Dursley,Molly Weasley
Vernon Dursley,Nymphadora Tonks
Vernon Dursley,Petunia Dursley
Vernon Dursley,Ron Weasley
Vernon Dursley,Rubeus Hagrid
Marietta Edgecombe,Albus Dumbledore
Marietta Edgecombe,Alicia Spinnet
Marietta Edgecombe,Angelina Johnson
Marietta Edgecombe,Argus Filch
Marietta Edgecombe,Cedric Diggory
Marietta Edgecombe,Cho Chang
Marietta Edgecombe,Colin Creevey
Marietta Edgecombe,Cornelius Fudge
Marietta Edgecombe,Dean Thomas
Marietta Edgecombe,Dobby
Marietta Edgecombe,Dolores Umbridge
Marietta Edgecombe,Fred Weasley
Marietta Edgecombe,George Weasley
Marietta Edgecombe,Ginny Weasley
Marietta Edgecombe,Harry Potter
Marietta Edgecombe,Hermione Granger
Marietta Edgecombe,Katie Bell
Marietta Edgecombe,Kingsley Shacklebolt
Marietta Edgecombe,Lee Jordan
Marietta Edgecombe,Luna Lovegood
Marietta Edgecombe,Parvati Patil
Marietta Edgecombe,Poppy Pomfrey
Marietta Edgecombe,Ron Weasley
Marietta Edgecombe,Seamus Finnigan
Marietta Edgecombe,Susan Bones
Everard,Albus Dumbledore
Everard,Arthur Weasley
Everard,Minerva McGonagall
Everard,Nagini
Everard,Rufus Scrimgeour
Arabella Figg,"Alaster ""Mad-Eye"" Moody"
Arabella Figg,Albus Dumbledore
Arabella Figg,Amelia Bones
Arabella Figg,Argus Filch
Arabella Figg,Cornelius Fudge
Arabella Figg,Dolores Umbridge
Arabella Figg,Dudley Dursley
Arabella Figg,Harry Potter
Arabella Figg,Mundungus Fletcher
Arabella Figg,Nymphadora Tonks
Arabella Figg,Remus Lupin
Arabella Figg,Ron Weasley
Arabella Figg,Severus Snape
Arabella Figg,Sirius Black
Argus Filch,"Alaster ""Mad-Eye"" Moody"
Argus Filch,Albus Dumbledore
Argus Filch,Alecto Carrow
Argus Filch,Amycus Carrow
Argus Filch,Arabella Figg
Argus Filch,Aragog
Argus Filch,Arthur Weasley
Argus Filch,Barty Crouch Jr.
Argus Filch,Barty Crouch Sr.
Argus Filch,Bloody Baron
Argus Filch,Cedric Diggory
Argus Filch,Cho Chang
Argus Filch,Colin Creevey
Argus Filch,Cornelius Fudge
Argus Filch,Cuthbert Binns
Argus Filch,Dean Thomas
Argus Filch,Dolores Umbridge
Argus Filch,Draco Malfoy
Argus Filch,Fat Lady
Argus Filch,Filius Flitwick
Argus Filch,Fluffy
Argus Filch,Fred Weasley
Argus Filch,George Weasley
Argus Filch,Gilderoy Lockhart
Argus Filch,Ginny Weasley
Argus Filch,Harry Potter
Argus Filch,Hermione Granger
Argus Filch,Horace Slughorn
Argus Filch,Igor Karkaroff
Argus Filch,Irma Pince
Argus Filch,James Potter
Argus Filch,Justin Finch-Fletchley
Argus Filch,Katie Bell
Argus Filch,Lee Jordan
Argus Filch,Luna Lovegood
Argus Filch,Marietta Edgecombe
Argus Filch,Minerva McGonagall
Argus Filch,Mrs. Norris
Argus Filch,Neville Longbottom
Argus Filch,Nicholas de Mimsy-Porpington
Argus Filch,Nicolas Flamel
Argus Filch,Olympe Maxime
Argus Filch,Padma Patil
Argus Filch,Parvati Patil
Argus Filch,Peeves
Argus Filch,Percy Weasley
Argus Filch,Peter Pettigrew
Argus Filch,Pomona Sprout
Argus Filch,Poppy Pomfrey
Argus Filch,Quirinus Quirrell
Argus Filch,Remus Lupin
Argus Filch,Ron Weasley
Argus Filch,Rubeus Hagrid
Argus Filch,Severus Snape
Argus Filch,Sirius Black
Argus Filch,Sybill Trelawney
Argus Filch,Vincent Crabbe
Justin Finch-Fletchley,Albus Dumbledore
Justin Finch-Fletchley,Alicia Spinnet
Justin Finch-Fletchley,Angelina Johnson
Justin Finch-Fletchley,Anthony Goldstein
Justin Finch-Fletchley,Argus Filch
Justin Finch-Fletchley,Cedric Diggory
Justin Finch-Fletchley,Cho Chang
Justin Finch-Fletchley,Colin Creevey
Justin Finch-Fletchley,Dean Thomas
Justin Finch-Fletchley,Dolores Umbridge
Justin Finch-Fletchley,Draco Malfoy
Justin Finch-Fletchley,Ernie Macmillan
Justin Finch-Fletchley,Filius Flitwick
Justin Finch-Fletchley,Fred Weasley
Justin Finch-Fletchley,George Weasley
Justin Finch-Fletchley,Gilderoy Lockhart
Justin Finch-Fletchley,Ginny Weasley
Justin Finch-Fletchley,Gregory Goyle
Justin Finch-Fletchley,Hannah Abbott
Justin Finch-Fletchley,Harry Potter
Justin Finch-Fletchley,Hermione Granger
Justin Finch-Fletchley,Katie Bell
Justin Finch-Fletchley,Lee Jordan
Justin Finch-Fletchley,Luna Lovegood
Justin Finch-Fletchley,Neville Longbottom
Justin Finch-Fletchley,Nicholas de Mimsy-Porpington
Justin Finch-Fletchley,Parvati Patil
Justin Finch-Fletchley,Peeves
Justin Finch-Fletchley,Pomona Sprout
Justin Finch-Fletchley,Poppy Pomfrey
Justin Finch-Fletchley,Ron Weasley
Justin Finch-Fletchley,Rubeus Hagrid
Justin Finch-Fletchley,Seamus Finnigan
Justin Finch-Fletchley,Severus Snape
Justin Finch-Fletchley,Susan Bones
Justin Finch-Fletchley,Terry Boot
Justin Finch-Fletchley,Vincent Crabbe
Justin Finch-Fletchley,Zacharias Smith
Seamus Finnigan,Aberforth Dumbledore
Seamus Finnigan,Albus Dumbledore
Seamus Finnigan,Alicia Spinnet
Seamus Finnigan,Angelina Johnson
Seamus Finnigan,Anthony Goldstein
Seamus Finnigan,Arthur Weasley
